1330,319,standart,2020-06-21
1541,410,standart,2020-12-18
1249,674,platinum,2020-09-02
1809,555,gold,2021-03-05
1448,681,platinum,2020-05-03
1697,177,gold,2021-08-17
1400,930,standart,2020-04-02
1301,977,gold,2020-01-23
1681,523,gold,2021-01-03
1811,172,platinum,2021-04-08
1965,942,standart,2021-02-03
1438,878,standart,2020-08-02
1998,450,platinum,2021-11-21
1228,272,platinum,2021-10-09
1479,757,platinum,2021-11-28
1415,774,gold,2020-01-03
1927,889,gold,2020-07-20
1972,459,gold,2020-10-25
1032,85,standart,2020-09-30
1229,117,gold,2020-09-29
1179,485,gold,2020-08-01
1622,384,standart,2021-08-29
1030,429,gold,2021-01-23
1389,214,standart,2021-07-24
1940,401,standart,2021-09-25
1334,588,platinum,2021-05-23
1906,514,platinum,2021-07-09
1627,135,gold,2020-01-20
1948,163,standart,2021-01-13
1599,948,gold,2021-04-15
1138,300,standart,2020-01-20
1141,577,gold,2021-05-25
1724,680,standart,2021-06-26
1093,708,platinum,2021-03-20
1314,494,gold,2021-06-16
1619,156,gold,2021-11-13
1845,447,platinum,2021-07-06
1760,204,gold,2020-04-14
1974,156,gold,2020-11-09
1371,674,platinum,2020-11-29
1124,391,gold,2021-09-18
1770,85,standart,2020-02-03
1966,739,standart,2020-11-09
1890,251,gold,2020-08-14
1907,455,standart,2020-04-16
1958,509,standart,2021-06-22
1534,665,standart,2020-09-19
1007,369,gold,2021-07-05
1720,4,gold,2021-02-28
1217,122,standart,2020-11-08
1352,200,platinum,2021-08-22
1403,818,gold,2020-06-07
1492,767,platinum,2020-10-08
1614,323,gold,2020-11-25
1194,233,gold,2020-08-21
1072,808,gold,2021-01-01
1180,602,standart,2020-09-14
1143,306,gold,2021-05-19
1263,113,standart,2020-11-24
1316,314,gold,2021-11-03
1848,83,standart,2020-02-06
1647,614,platinum,2021-09-08
1435,751,standart,2020-07-04
1562,20,standart,2021-11-02
1689,996,platinum,2021-11-17
1360,36,platinum,2021-06-11
1127,925,gold,2020-08-31
1420,944,gold,2021-03-30
1879,26,gold,2021-02-22
1992,197,platinum,2020-11-15
1820,129,standart,2020-04-29
1043,557,standart,2020-10-12
1439,305,platinum,2021-06-24
1593,31,platinum,2020-07-28
1407,128,standart,2020-10-11
1819,479,platinum,2020-12-03
1840,937,gold,2021-10-02
1473,384,standart,2020-08-28
1363,961,gold,2021-11-26
1513,738,platinum,2021-01-16
1978,712,standart,2021-09-22
1738,721,standart,2020-03-26
1008,466,platinum,2021-10-20
1920,363,gold,2021-11-26
1037,459,standart,2020-10-22
1865,599,platinum,2021-07-16
1518,754,gold,2021-09-26
